Negative	i 'm not exactly sure what this movie thinks it is about .
Negative	-lrb- i -rrb- t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is n't as funny as it should be .
Positive	wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of star wars
Positive	while it can be a bit repetitive , overall it 's an entertaining and informative documentary .
Positive	none of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?
Negative	the only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .
Negative	romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong .
Negative	it desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .
Negative	this is rote drivel aimed at mom and dad 's wallet .
Positive	it 's a diverting enough hour-and-a-half for the family audience .
Positive	the fun of the movie is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .
Positive	an elegant work , food of love is as consistently engaging as it is revealing .
Positive	the history is fascinating ; the action is dazzling .
Negative	... too sappy for its own good .
Positive	a sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire .
Positive	horns and halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth .
Positive	intriguing and downright intoxicating .
Negative	skip the film and buy the philip glass soundtrack cd .
Positive	this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .
Positive	a moving story of determination and the human spirit .
Positive	... with the gifted pearce on hand to keep things on semi-stable ground dramatically , this retooled machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself .
Negative	just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .
Positive	funny and touching .
Negative	an unsophisticated sci-fi drama that takes itself all too seriously .
Positive	one of the best , most understated performances of -lrb- jack nicholson 's -rrb- career .
Negative	the images lack contrast , are murky and are frequently too dark to be decipherable .
Positive	... a gleefully grungy , hilariously wicked black comedy ...
Positive	one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .
Positive	she boxes these women 's souls right open for us .
Positive	a good music documentary , probably one of the best since the last waltz .
Negative	the acting is n't much better .
Positive	thoroughly enjoyable .
Positive	spinning a web of dazzling entertainment may be overstating it , but `` spider-man '' certainly delivers the goods .
Positive	good performances and a realistic , non-exploitive approach make paid in full worth seeing .
Negative	the story has some nice twists but the ending and some of the back-story is a little tired .
Negative	like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz .
Positive	young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .
Negative	... liotta is put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario .
Negative	this movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .
Negative	the film is all over the place , really .
Negative	an imponderably stilted and self-consciously arty movie .
Negative	i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .
Negative	claims to sort the bad guys from the good , which is its essential problem .
Positive	the movie is amateurish , but it 's a minor treat .
Negative	like a fish that 's lived too long , austin powers in goldmember has some unnecessary parts and is kinda wrong in places .
Negative	can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?
Positive	cantet beautifully illuminates what it means sometimes to be inside looking out , and at other times outside looking in .
Positive	-lrb- f -rrb- rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .
Positive	a pointed , often tender , examination of the pros and cons of unconditional love and familial duties .
Negative	well made but uninvolving , bloodwork is n't a terrible movie , just a stultifyingly obvious one -- an unrewarding collar for a murder mystery .
Positive	angela gheorghiu as famous prima donna floria tosca , roberto alagna as her lover mario cavaradossi , and ruggero as the villainous , lecherous police chief scarpia , all sing beautifully and act adequately .
Positive	as a director , paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .
Positive	the film aims to be funny , uplifting and moving , sometimes all at once .
Negative	when -lrb- reno -rrb- lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al. , reno devolves into a laugh-free lecture .
Negative	it 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid - '90s .
Positive	intensely romantic , thought-provoking and even an engaging mystery .
Positive	if you 're down for a silly hack-and-slash flick , you can do no wrong with jason x.
Negative	borstal boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .
Positive	lovingly photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness .
Positive	fast-paced and wonderfully edited , the film is extremely thorough .
Positive	vereté has a whip-smart sense of narrative bluffs .
Positive	the movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds .
Negative	roman polanski directs the pianist like a surgeon mends a broken heart ; very meticulously but without any passion .
Positive	unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery .
Positive	-lrb- a -rrb- real pleasure in its laid-back way .
Negative	all the characters are clinically depressed and have abandoned their slim hopes and dreams .
Positive	marshall puts a suspenseful spin on standard horror flick formula .
Positive	a sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern china .
Negative	a rip-off twice removed , modeled after -lrb- seagal 's -rrb- earlier copycat under siege , sometimes referred to as die hard on a boat .
Negative	kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .
Positive	even though the film does n't manage to hit all of its marks , it 's still entertaining to watch the target practice .
Positive	murderous maids has a lot going for it , not least the brilliant performances by testud ... and parmentier .
Negative	if only merchant paid more attention the story .
Negative	average , at best , i 'm afraid .
Negative	while the production details are lavish , film has little insight into the historical period and its artists , particularly in how sand developed a notorious reputation .
Positive	director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films .
Negative	the film is so bad it does n't improve upon the experience of staring at a blank screen .
Positive	undoubtedly the scariest movie ever made about tattoos .
Negative	terminally brain dead production .
Positive	this is a superior horror flick .
Negative	cold , sterile and lacking any color or warmth .
Positive	`` barbershop '' is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story .
Negative	certain to be distasteful to children and adults alike , eight crazy nights is a total misfire .
Positive	the charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids .
Positive	naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation .
Positive	hard to resist .
Negative	ultimately , sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .
Positive	hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .
Negative	idiotic and ugly .
Positive	it 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .
Positive	remarkable for its intelligence and intensity .
Positive	it ai n't art , by a long shot , but unlike last year 's lame musketeer , this dumas adaptation entertains .
Positive	tsai ming-liang 's witty , wistful new film , what time is it there ?
Positive	`` frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies .
Positive	the movie is well crafted , and well executed .
Positive	by and large this is mr. kilmer 's movie , and it 's his strongest performance since the doors .
Positive	upsetting and thought-provoking , the film has an odd purity that does n't bring you into the characters so much as it has you study them .
Positive	there 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career , if they want one .
Negative	ice cube is n't quite out of ripe screwball ideas , but friday after next spreads them pretty thin .
Negative	no , i do n't know why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .
Positive	witty and often surprising , a dark little morality tale disguised as a romantic comedy .
Negative	you 'll cry for your money back .
Negative	plotless collection of moronic stunts is by far the worst movie of the year .
Negative	nicolas cage is n't the first actor to lead a group of talented friends astray , and this movie wo n't create a ruffle in what is already an erratic career .
Negative	it 's a big idea , but the film itself is small and shriveled .
Positive	symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .
Negative	the major problem with windtalkers is that the bulk of the movie centers on the wrong character .
Positive	some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options .
Negative	a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .
Negative	the film is strictly routine .
Positive	she may not be real , but the laughs are .
Positive	take any 12-year-old boy to see this picture , and he 'll be your slave for a year .
Negative	the most horrific movie experience i 've had since `` ca n't stop the music . ''
Negative	it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .
Negative	the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .
Negative	with very little to add beyond the dark visions already relayed by superb recent predecessors like swimming with sharks and the player , this latest skewering ... may put off insiders and outsiders alike .
Positive	compellingly watchable .
Positive	pacino is the best he 's been in years and keener is marvelous .
Positive	the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .
Negative	the result is an ` action film ' mired in stasis .
Positive	if you 're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .
Positive	expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street .
Negative	well , jason 's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels -lrb- hey , do n't shoot the messenger -rrb- .
Negative	there 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title .
Positive	a sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .
Positive	a movie of technical skill and rare depth of intellect and feeling .
Positive	ms. hutchins is talented enough and charismatic enough to make us care about zelda 's ultimate fate .
Positive	poignant japanese epic about adolescent anomie and heartbreak .
Positive	an enjoyable , if occasionally flawed , experiment .
Negative	one long , numbing action sequence made up mostly of routine stuff yuen has given us before .
Negative	the film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .
Negative	a film that loses sight of its own story .
Positive	a stirring road movie .
Positive	raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .
Negative	charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions .
Positive	a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10-course banquet .
Negative	the action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if kaos had n't blown them all up .
Positive	with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids .
Negative	it 's not an easy one to review .
Positive	i love the robust middle of this picture .
Positive	roman polanski 's autobiographical gesture at redemption is better than ` shindler 's list ' - it is more than merely a holocaust movie .
Negative	was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?
Negative	so aggressively cheery that pollyana would reach for a barf bag .
Negative	if you saw it on tv , you 'd probably turn it off , convinced that you had already seen that movie .
Positive	it leaves little doubt that kidman has become one of our best actors .
Positive	as dumb and cheesy as they may be , the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .
Positive	this is a very funny , heartwarming film .
Positive	fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .
Positive	a culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling american in europe .
Positive	the film is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .
Negative	the script boasts some tart tv-insider humor , but the film has not a trace of humanity or empathy .
Positive	more than their unique residences , home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .
Positive	it 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .
Positive	my little eye is the best little `` horror '' movie i 've seen in years .
Positive	and he allows a gawky actor like spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range .
Negative	this is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` ah , yes , here we have a bad , bad , bad movie . '
Positive	shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .
Positive	while there 's likely very little crossover appeal to those without much interest in the elizabethans -lrb- as well as rank frustration from those in the know about rubbo 's dumbed-down tactics -rrb- , much ado about something is an amicable endeavor .
Negative	what ` blade runner ' would 've looked like as a low-budget series on a uhf channel .
Negative	a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily .
Negative	made to be jaglomized is the cannes film festival , the annual riviera spree of flesh , buzz , blab and money .
Positive	the year 2002 has conjured up more coming-of-age stories than seem possible , but take care of my cat emerges as the very best of them .
Positive	the first five minutes will have you talking 'til the end of the year !
Positive	charming and witty , it 's also somewhat clumsy .
Negative	at best this is a film for the under-7 crowd .
Positive	it 's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team .
Positive	almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ... `` my big fat greek wedding '' comes from the heart ...
Positive	insightfully written , delicately performed
Positive	as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me .
Positive	` if you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '
Negative	it sounds like another clever if pointless excursion into the abyss , and that 's more or less how it plays out .
Negative	but the second half of the movie really goes downhill .
Positive	that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .
Positive	sex with strangers is fascinating ...
Negative	the film is hampered by its predictable plot and paper-thin supporting characters .
Positive	soderbergh skims the fat from the 1972 film .
Negative	lacks the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago .
Positive	high crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .
Positive	lawrence plumbs personal tragedy and also the human comedy .
Negative	you can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .
Positive	a solid cast , assured direction and complete lack of modern day irony .
Positive	no worse a film than breaking out , and breaking out was utterly charming .
Positive	but the talented cast alone will keep you watching , as will the fight scenes .
Negative	when the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year , you 'd have a hard time believing it was just coincidence .
Positive	i thought the relationships were wonderful , the comedy was funny , and the love ` real ' .
Positive	jackson is always watchable .
Negative	you 'll feel like you ate a reeses without the peanut butter ... '
Positive	nothing overly original , mind you , but solidly entertaining .
Negative	poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .
Positive	a genuinely moving and wisely unsentimental drama .
Positive	the word that comes to mind , while watching eric rohmer 's tribute to a courageous scottish lady , is painterly .
Positive	a film with contemporary political resonance illustrated by a winning family story .
Positive	i will be .
Negative	there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .
Positive	another love story in 2002 's remarkable procession of sweeping pictures that have reinvigorated the romance genre .
Positive	stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .
Positive	imagine a scenario where bergman approaches swedish fatalism using gary larson 's far side humor
Negative	a dreary movie .
Negative	is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?
Positive	all of it works smoothly under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely .
Negative	staggeringly dreadful romance .
Positive	despite its faults , gangs excels in spectacle and pacing .
Negative	the young stars are too cute ; the story and ensuing complications are too manipulative ; the message is too blatant ; the resolutions are too convenient .
Negative	in the spirit of the season , i assign one bright shining star to roberto benigni 's pinocchio -- but i guarantee that no wise men will be following after it .
Negative	to honestly address the flaws inherent in how medical aid is made available to american workers , a more balanced or fair portrayal of both sides will be needed .
Negative	one of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from ms. spears .
Positive	part of the charm of satin rouge is that it avoids the obvious with humour and lightness .
Positive	brought to life on the big screen .
Negative	a clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...
Negative	fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur .
Negative	it 's so badly made on every level that i 'm actually having a hard time believing people were paid to make it .
Positive	the one-liners are snappy , the situations volatile and the comic opportunities richly rewarded .
Negative	those who are only mildly curious , i fear , will be put to sleep or bewildered by the artsy and often pointless visuals .
Negative	reyes ' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script
Positive	it 's a ripper of a yarn and i for one enjoyed the thrill of the chill .
Negative	not so much farcical as sour .
Positive	far from heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama .
Positive	two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy .
Negative	the filmmakers are playing to the big boys in new york and l.a. to that end , they mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .
Negative	what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film .
Positive	as a girl-meets-girl romantic comedy , kissing jessica steinis quirky , charming and often hilarious .
Positive	not since ghostbusters has a film used manhattan 's architecture in such a gloriously goofy way .
Positive	`` catch me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark .
Negative	the whole affair , true story or not , feels incredibly hokey ... -lrb- it -rrb- comes off like a hallmark commercial .
Positive	both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .
Positive	once folks started hanging out at the barbershop , they never wanted to leave .
Negative	a disaster of a drama , saved only by its winged assailants .
Positive	although it lacks the detail of the book , the film does pack some serious suspense .
Negative	one key problem with these ardently christian storylines is that there is never any question of how things will turn out .
Positive	see scratch for the history , see scratch for the music , see scratch for a lesson in scratching , but , most of all , see it for the passion .
Negative	you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie .
Positive	slow and ponderous , but rohmer 's drama builds to an intense indoor drama about compassion , sacrifice , and christian love in the face of political corruption .
Positive	morvern rocks .
Negative	fear dot com is more frustrating than a modem that disconnects every 10 seconds .
Positive	beautifully directed and convincingly acted .
Positive	a naturally funny film , home movie makes you crave chris smith 's next movie .
Negative	the entire movie is in need of a scented bath .
Negative	statham employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british .
Positive	probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent .
Positive	this is a gorgeous film - vivid with color , music and life .
Negative	the narrator and the other characters try to convince us that acting transfigures esther , but she 's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard .
Positive	what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .
Positive	... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job ...
Positive	a film that 's flawed and brilliant in equal measure .
Negative	the whole talking-animal thing is grisly .
Positive	their computer-animated faces are very expressive .
Positive	despite the predictable parent vs. child coming-of-age theme , first-class , natural acting and a look at `` the real americans '' make this a charmer .
Positive	definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '
Positive	moonlight mile gives itself the freedom to feel contradictory things .
Negative	it 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress .
Negative	an awful lot like one of -lrb- spears ' -rrb- music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .
Positive	it 's a very tasteful rock and roll movie .
Negative	slack and uninspired , and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth .
Positive	this is one of mr. chabrol 's subtlest works , but also one of his most uncanny .
Positive	i was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .
Negative	it gets old quickly .
Positive	this 90-minute postmodern voyage was more diverting and thought-provoking than i 'd expected it to be .
Negative	patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary .
Positive	jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism .
Positive	-lrb- sports -rrb- admirable energy , full-bodied characterizations and narrative urgency .
Positive	one of the most original american productions this year , you 'll find yourself remembering this refreshing visit to a sunshine state .
Positive	the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon .
Negative	the nicest thing that can be said about stealing harvard -lrb- which might have been called freddy gets molested by a dog -rrb- is that it 's not as obnoxious as tom green 's freddie got fingered .
Positive	very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both .
Negative	like life on the island , the movie grows boring despite the scenery .
Positive	films about loss , grief and recovery are pretty valuable these days .
Positive	schnitzler does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . '
Negative	in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little .
Negative	cattaneo reworks the formula that made the full monty a smashing success ... but neglects to add the magic that made it all work .
Positive	it is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .
Negative	completely creatively stillborn and executed in a manner that i 'm not sure could be a single iota worse ... a soulless hunk of exploitative garbage .
Negative	it 's a glorified sitcom , and a long , unfunny one at that .
Positive	everything in maid in manhattan is exceedingly pleasant , designed not to offend .
Negative	entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .
Positive	as a thoughtful and unflinching examination of an alternative lifestyle , sex with strangers is a success .
Positive	an alternately fascinating and frustrating documentary .
Negative	bad and baffling from the get-go .
Positive	one of those joyous films that leaps over national boundaries and celebrates universal human nature .
Negative	of all the halloween 's , this is the most visually unappealing .
Positive	reveals how important our special talents can be when put in service of of others .
Negative	but it has an ambition to say something about its subjects , but not a willingness .
Positive	with the prospect of films like kangaroo jack about to burst across america 's winter movie screens it 's a pleasure to have a film like the hours as an alternative .
Negative	cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .
Positive	it 's never dull and always looks good .
Positive	exploits -lrb- headbanger -rrb- stereotypes in good fun , while adding a bit of heart and unsettling subject matter .
Negative	flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding equilibrium up .
Negative	all movie long , city by the sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast .
Positive	perhaps the best sports movie i 've ever seen .
Positive	yet in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second .
Negative	it 's provocative stuff , but the speculative effort is hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the most random of chances .
Negative	this tale has been told and retold ; the races and rackets change , but the song remains the same .
Negative	halfway through the movie , the humor dwindles .
Negative	i liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .
Negative	the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line .
Negative	it 's as if allen , at 66 , has stopped challenging himself .
Positive	bill morrison 's decasia is uncompromising , difficult and unbearably beautiful .
Negative	pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .
Positive	a quirky comedy set in newfoundland that cleverly captures the dry wit that 's so prevalent on the rock .
Positive	a fascinating documentary that provides a rounded and revealing overview of this ancient holistic healing system
Positive	nettelbeck ... has a pleasing way with a metaphor .
Positive	chamber of secrets will find millions of eager fans .
Positive	paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .
Positive	maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .
Negative	a film really has to be exceptional to justify a three hour running time , and this is n't .
Negative	upper west sidey exercise in narcissism and self-congratulation disguised as a tribute .
Positive	... despite lagging near the finish line , the movie runs a good race , one that will have you at the edge of your seat for long stretches . '
Positive	i 'll go out on a limb .
Positive	the film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .
Negative	barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .
Negative	watching queen of the damned is like reading a research paper , with special effects tossed in .
Negative	muddled , simplistic and more than a little pretentious .
Negative	gets bogged down by an overly sillified plot and stop-and-start pacing .
Negative	it 's just rather leaden and dull .
Positive	davis ... gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences .
Negative	there 's got to be a more graceful way of portraying the devastation of this disease .
Positive	ferrara 's strongest and most touching movie of recent years .
Negative	tries to work in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel .
Positive	labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other .
Negative	the film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking .
Negative	anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .
Positive	an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks .
Positive	deserves a place of honor next to nanook as a landmark in film history .
Negative	little more than a well-mounted history lesson .
Negative	there is n't one moment in the film that surprises or delights .
Negative	boy , has this franchise ever run out of gas .
Negative	each scene immediately succumbs to gravity and plummets to earth .
Negative	a reworking of die hard and cliffhanger but it 's nowhere near as exciting as either .
Negative	`` abandon '' will leave you wanting to abandon the theater .
Positive	but on the whole , you 're gonna like this movie .
Positive	a tone poem of transgression .
Positive	one of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .
Positive	most haunting about `` fence '' is its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen .
Positive	a film that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness is ultimately thoughtful without having much dramatic impact .
Negative	in my own very humble opinion , in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .
Positive	a decent-enough nail-biter that stands a good chance of being the big hit franklin needs to stay afloat in hollywood .
Negative	as a feature-length film , it wears out its welcome as tryingly as the title character .
Positive	offers a persuasive look at a defeated but defiant nation in flux .
Negative	the movie is genial but never inspired , and little about it will stay with you .
Negative	there 's not one decent performance from the cast and not one clever line of dialogue .
Positive	on that score , the film certainly does n't disappoint .
Positive	i 'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of woolf and clarissa dalloway , the hours represents two of those well spent .
Positive	it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .
Positive	some body is a shaky , uncertain film that nevertheless touches a few raw nerves .
Positive	it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes .
Positive	it cooks conduct in a low , smoky and inviting sizzle .
Negative	the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed .
Positive	jolie gives it that extra little something that makes it worth checking out at theaters , especially if you 're in the mood for something more comfortable than challenging .
Negative	there 's something fishy about a seasonal holiday kids ' movie ... that derives its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups .
Positive	both damning and damned compelling .
Positive	i do n't know if frailty will turn bill paxton into an a-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie .
Positive	i know that i 'll never listen to marvin gaye or the supremes the same way again
Negative	time of favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation .
Negative	not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general .
Positive	while i ca n't say it 's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie .
Positive	it 's a scorcher .
Positive	may take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours .
Positive	campbell scott finds the ideal outlet for his flick-knife diction in the role of roger swanson .
Positive	claire is a terrific role for someone like judd , who really ought to be playing villains .
Positive	there are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why .
Positive	j. lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she 's a pretty woman , but she 's no working girl .
Negative	the movie 's downfall is to substitute plot for personality .
